Date,Prices
7/25/2016,2000.0

7/25/2016,2130.0

7/25/2016,1000.0

7/25/2016,3120.0

7/26/2016,499.0

7/26/2016,3500.0

7/26/2016,14200.0

7/26/2016,17200.0

7/26/2016,1620.0

7/26/2016,8600.0

7/26/2016,6650.0

7/26/2016,800.0

7/26/2016,1050.0

7/26/2016,1100.0

7/26/2016,2000.0

7/26/2016,3134.0

7/26/2016,5875.0

7/27/2016,1230.0

7/27/2016,1000.0

7/27/2016,1230.0

7/27/2016,64895.0

7/27/2016,29000.0

7/27/2016,2325.0

7/28/2016,670.0

7/28/2016,151.0

7/28/2016,500.0

7/28/2016,500.0

7/28/2016,500.0

7/28/2016,6055.0

7/28/2016,500.0

7/28/2016,500.0

7/28/2016,11868.0

7/28/2016,57979.0

7/28/2016,23369.0

7/29/2016,4450.0

7/29/2016,29000.0

7/29/2016,1125.0

7/29/2016,500.0

7/29/2016,2040.0

7/29/2016,1050.0

7/29/2016,2040.0

7/29/2016,45000.0

7/29/2016,29000.0

7/29/2016,1230.0

7/30/2016,29000.0

7/30/2016,29000.0

7/30/2016,5125.0

7/30/2016,1941.0

7/30/2016,12600.0

7/30/2016,242.0

7/30/2016,7160.0

7/30/2016,30205.0

7/30/2016,12600.0

7/30/2016,1910.0

7/30/2016,188.0

7/31/2016,1065.0

8/1/2016,1230.0

8/1/2016,4740.0

8/1/2016,1800.0

8/1/2016,1230.0

8/1/2016,3300.0

8/1/2016,1230.0

8/1/2016,1294.0

8/1/2016,1230.0

8/1/2016,4960.0

8/1/2016,3369.0

8/2/2016,29000.0

8/2/2016,339.0

8/2/2016,1050.0

8/2/2016,500.0

8/2/2016,27660.0

8/2/2016,30205.0

8/2/2016,1100.0

8/2/2016,6055.0

8/2/2016,1353.0

8/2/2016,1350.0

8/2/2016,1230.0

8/2/2016,13780.0

8/3/2016,327.0

8/3/2016,38000.0

8/3/2016,6430.0

8/3/2016,1050.0

8/4/2016,1050.0

8/4/2016,43620.0

8/4/2016,3369.0

8/5/2016,2510.0

8/5/2016,5040.0

8/5/2016,1230.0

8/5/2016,3600.0

8/6/2016,499.0

8/6/2016,5412.0

8/6/2016,215.0

8/6/2016,180.0

8/6/2016,899.0

8/8/2016,1253.0

8/8/2016,899.0

8/8/2016,2799.0

8/8/2016,23369.0

8/8/2016,3980.0

8/8/2016,670.0

8/8/2016,3900.0

8/9/2016,1230.0

8/9/2016,1230.0

8/9/2016,1230.0

8/9/2016,899.0

8/9/2016,151.0

8/9/2016,2299.0

8/10/2016,1230.0

8/10/2016,180.0

8/10/2016,1230.0

8/10/2016,180.0

8/10/2016,6000.0

8/10/2016,1060.0

8/10/2016,1130.0

8/10/2016,120.0

8/10/2016,188.0

8/10/2016,1875.0

8/10/2016,190.0

8/11/2016,1230.0

8/11/2016,327.0

8/11/2016,1230.0

8/12/2016,2850.0

8/12/2016,29000.0

8/12/2016,8600.0

8/12/2016,1820.0

8/12/2016,327.0

8/12/2016,37550.0

8/13/2016,1230.0

8/13/2016,1230.0

8/13/2016,1799.0

8/14/2016,6055.0

8/14/2016,2799.0

8/14/2016,8392.0

8/14/2016,190.0

8/15/2016,327.0

8/15/2016,327.0

8/15/2016,850.0

8/15/2016,23369.0

8/15/2016,2285.0

8/15/2016,1050.0

8/15/2016,6055.0

8/15/2016,1210.0

8/15/2016,242.0

8/15/2016,1299.0

8/16/2016,5040.0

8/16/2016,2130.0

8/16/2016,1099.0

8/17/2016,29000.0

8/17/2016,670.0

8/17/2016,48600.0

8/17/2016,13780.0

8/18/2016,1253.0

8/18/2016,4075.0

8/18/2016,1230.0

8/18/2016,1499.0

8/18/2016,120.0

8/18/2016,6055.0

8/19/2016,3765.0

8/19/2016,3500.0

8/19/2016,6055.0

8/19/2016,8285.0

8/19/2016,1299.0

8/20/2016,4000.0

8/20/2016,2610.0

8/20/2016,182.0

8/20/2016,357.0

8/20/2016,363.0

8/20/2016,37200.0

8/20/2016,13780.0

8/20/2016,6055.0

8/20/2016,1315.0

8/20/2016,1299.0

8/21/2016,1860.0

8/21/2016,3995.0

8/21/2016,3750.0

8/21/2016,6055.0

8/21/2016,8450.0

8/22/2016,7490.0

8/22/2016,22800.0

8/22/2016,6055.0

8/22/2016,5500.0

8/22/2016,7070.0

8/23/2016,3650.0

8/23/2016,22800.0

8/23/2016,4750.0

8/23/2016,3000.0

8/23/2016,2294.0

8/23/2016,43700.0

8/23/2016,14008.0

8/23/2016,3600.0

8/24/2016,3060.0

8/24/2016,1500.0

8/24/2016,4350.0

8/24/2016,800.0

8/24/2016,3500.0

8/24/2016,1300.0

8/25/2016,327.0

8/25/2016,71580.0

8/25/2016,500.0

8/25/2016,1870.0

8/25/2016,327.0

8/25/2016,500.0

8/25/2016,35800.0

8/25/2016,630.0

8/25/2016,22800.0

8/25/2016,1299.0

8/25/2016,448.0

8/25/2016,40500.0

8/25/2016,2299.0

8/25/2016,2000.0

8/25/2016,1425.0

8/25/2016,2850.0

8/25/2016,599.0

8/26/2016,6760.0

8/26/2016,570.0

8/26/2016,600.0

8/26/2016,4706.0

8/26/2016,235.0

8/27/2016,3180.0

8/27/2016,17200.0

8/28/2016,630.0

8/28/2016,52175.0

8/28/2016,6055.0

8/28/2016,4960.0

8/29/2016,1210.0

8/29/2016,327.0

8/29/2016,327.0

8/29/2016,6140.0

8/29/2016,899.0

8/29/2016,4750.0

8/29/2016,5750.0

8/29/2016,1275.0

8/30/2016,327.0

8/30/2016,6055.0

8/30/2016,36900.0

8/30/2016,500.0

8/30/2016,381.0

8/30/2016,1600.0

8/31/2016,5294.0

8/31/2016,1055.0

8/31/2016,1990.0

9/1/2016,10000.0

9/1/2016,2260.0

9/1/2016,5685.0

9/1/2016,14500.0

9/1/2016,6290.0

9/1/2016,188.0

9/1/2016,29645.0

9/2/2016,4750.0

9/2/2016,1180.0

9/2/2016,29645.0

9/2/2016,630.0

9/2/2016,2000.0

9/3/2016,1160.0

9/3/2016,5294.0

9/3/2016,6055.0

9/3/2016,41600.0

9/3/2016,2000.0

9/3/2016,7400.0

9/3/2016,3500.0

9/3/2016,899.0

9/3/2016,39128.0

9/3/2016,5425.0

9/3/2016,1990.0

9/3/2016,990.0

9/3/2016,1370.0

9/4/2016,9999.0

9/5/2016,45161.0

9/5/2016,8010.0

9/5/2016,1860.0

9/6/2016,2000.0

9/6/2016,34045.0

9/6/2016,990.0

9/6/2016,500.0

9/6/2016,5250.0

9/6/2016,381.0

9/6/2016,34575.0

9/6/2016,1830.0

9/7/2016,630.0

9/7/2016,2000.0

9/7/2016,1210.0

9/7/2016,1130.0

9/7/2016,1060.0

9/7/2016,2000.0

9/7/2016,2000.0

9/8/2016,190.0

9/8/2016,2000.0

9/8/2016,1294.0

9/8/2016,2830.0

9/8/2016,6859.0

9/9/2016,13780.0

9/9/2016,327.0

9/9/2016,1599.0

9/9/2016,180.0

9/10/2016,2240.0

9/10/2016,2000.0

9/10/2016,950.0

9/11/2016,190.0

9/11/2016,1860.0

9/11/2016,1860.0

9/11/2016,6055.0

9/11/2016,5425.0

9/11/2016,630.0

9/12/2016,42340.0

9/12/2016,2070.0

9/12/2016,1860.0

9/13/2016,327.0

9/13/2016,200.0

9/13/2016,570.0

9/13/2016,1860.0

9/14/2016,9999.0

9/15/2016,29645.0

9/15/2016,295.0

9/15/2016,190.0

9/16/2016,1620.0

9/16/2016,1420.0

9/16/2016,190.0

9/16/2016,180.0

9/16/2016,1060.0

9/16/2016,1060.0

9/17/2016,1870.0

9/17/2016,4450.0

9/17/2016,3975.0

9/17/2016,2050.0

9/18/2016,1620.0

9/18/2016,188.0

9/18/2016,190.0

9/19/2016,16500.0

9/19/2016,950.0

9/20/2016,990.0

9/20/2016,242.0

9/20/2016,188.0

9/20/2016,1690.0

9/20/2016,295.0

9/20/2016,1600.0

9/20/2016,950.0

9/21/2016,990.0

9/21/2016,5500.0

9/21/2016,990.0

9/21/2016,2325.0

9/21/2016,339.0

9/21/2016,4770.0

9/21/2016,200.0

9/21/2016,2299.0

9/21/2016,3600.0

9/21/2016,1210.0

9/22/2016,3500.0

9/22/2016,2660.0

9/22/2016,4960.0

9/22/2016,7895.0

9/22/2016,9279.0

9/22/2016,5294.0

9/23/2016,242.0

9/24/2016,3025.0

9/24/2016,2100.0

9/24/2016,1275.0

9/24/2016,1690.0

9/25/2016,4740.0

9/25/2016,570.0

9/26/2016,1555.0

9/26/2016,13780.0

9/26/2016,2099.0

9/26/2016,1500.0

9/26/2016,660.0

9/26/2016,1620.0

9/26/2016,351.0

9/26/2016,950.0

9/26/2016,348.0

9/26/2016,1360.0

9/27/2016,2525.0

9/27/2016,2525.0

9/27/2016,190.0

9/27/2016,990.0

9/27/2016,1462.0

9/27/2016,1690.0

9/27/2016,1700.0

9/27/2016,1700.0

9/28/2016,990.0

9/28/2016,650.0

9/28/2016,1375.0

9/28/2016,3600.0

9/28/2016,1300.0

9/28/2016,6730.0

9/28/2016,645.0

9/28/2016,500.0

9/28/2016,645.0

9/28/2016,645.0

9/28/2016,4450.0

9/28/2016,645.0

9/28/2016,4930.0

9/28/2016,4450.0

9/28/2016,645.0

9/28/2016,4450.0

9/28/2016,1930.0

9/28/2016,645.0

9/28/2016,1911.0

9/28/2016,5800.0

9/28/2016,13399.0

9/28/2016,4450.0

9/28/2016,1300.0

9/28/2016,645.0

9/28/2016,3980.0

9/28/2016,4450.0

9/28/2016,4930.0

9/28/2016,645.0

9/28/2016,4930.0

9/28/2016,599.0

9/28/2016,6055.0

9/28/2016,645.0

9/28/2016,4450.0

9/28/2016,4450.0

9/28/2016,2447.0

9/28/2016,5425.0

9/28/2016,4930.0

9/28/2016,3800.0

9/28/2016,4450.0

9/28/2016,2931.0

9/28/2016,3992.0

9/28/2016,3958.0

9/28/2016,4450.0

9/28/2016,3992.0

9/28/2016,2931.0

9/28/2016,26250.0

9/28/2016,35050.0

9/28/2016,1911.0

9/28/2016,1462.0

9/28/2016,1911.0

9/28/2016,5806.0

9/28/2016,6475.0

9/29/2016,2931.0

9/29/2016,2034.0

9/29/2016,3958.0

9/29/2016,1850.0

9/29/2016,1911.0

9/29/2016,36065.0

9/29/2016,5594.0

9/29/2016,36065.0

9/29/2016,36065.0

9/29/2016,4117.0

9/29/2016,4930.0

9/29/2016,2867.0

9/29/2016,1548.0

9/29/2016,4961.0

9/29/2016,16200.0

9/29/2016,10300.0

9/29/2016,10300.0

9/29/2016,1180.0

9/29/2016,2729.0

9/29/2016,35050.0

9/29/2016,4930.0

9/29/2016,5800.0

9/29/2016,3992.0

9/29/2016,85.0

9/29/2016,6115.0

9/29/2016,5710.0

9/29/2016,6475.0

9/29/2016,3375.0

9/29/2016,12325.0

9/29/2016,2867.0

9/29/2016,12325.0

9/29/2016,5870.0

9/29/2016,9480.0

9/29/2016,327.0

9/29/2016,12325.0

9/29/2016,5870.0

9/29/2016,12325.0

9/29/2016,4930.0

9/29/2016,27620.0

9/29/2016,5870.0

9/29/2016,35050.0

9/29/2016,1620.0

9/29/2016,2729.0

9/29/2016,8235.0

9/29/2016,8235.0

9/29/2016,6115.0

9/29/2016,6115.0

9/29/2016,5870.0

9/29/2016,5870.0

9/29/2016,5870.0

9/29/2016,5870.0

9/29/2016,5870.0

9/29/2016,5710.0

9/29/2016,5710.0

9/29/2016,5710.0

9/29/2016,5710.0

9/29/2016,5710.0

9/29/2016,5710.0

9/29/2016,2107.0

9/29/2016,5870.0

9/29/2016,27620.0

9/29/2016,2149.0

9/29/2016,2602.0

9/29/2016,5870.0

9/29/2016,15000.0

9/29/2016,9480.0

9/29/2016,5870.0

9/29/2016,2602.0

9/29/2016,2870.0

9/29/2016,35050.0

9/29/2016,5870.0

9/29/2016,2602.0

9/29/2016,2480.0

9/29/2016,5870.0

9/29/2016,3992.0

9/29/2016,3800.0

9/29/2016,4961.0

9/29/2016,2729.0

9/29/2016,2729.0

9/29/2016,26250.0

9/29/2016,2150.0

9/29/2016,9480.0

9/29/2016,9480.0

9/29/2016,35050.0

9/29/2016,5870.0

9/29/2016,43620.0

9/29/2016,1462.0

9/29/2016,8235.0

9/29/2016,3800.0

9/29/2016,3992.0

9/29/2016,5710.0

9/29/2016,26960.0

9/29/2016,4961.0

9/30/2016,3375.0

9/30/2016,9915.0

9/30/2016,2931.0

9/30/2016,4396.0

9/30/2016,2729.0

9/30/2016,26960.0

9/30/2016,6115.0

9/30/2016,1220.0

9/30/2016,26250.0

9/30/2016,2867.0

9/30/2016,4902.0

9/30/2016,2870.0

9/30/2016,6115.0

9/30/2016,9915.0

9/30/2016,1462.0

9/30/2016,9480.0

9/30/2016,9480.0

9/30/2016,9480.0

9/30/2016,2867.0

9/30/2016,3800.0

9/30/2016,27620.0

9/30/2016,8235.0

9/30/2016,8235.0

9/30/2016,4961.0

9/30/2016,5870.0

9/30/2016,27620.0

9/30/2016,1360.0

9/30/2016,27620.0

9/30/2016,1294.0

9/30/2016,2870.0

9/30/2016,36065.0

9/30/2016,1462.0

9/30/2016,12325.0

9/30/2016,8235.0

9/30/2016,27620.0

9/30/2016,2870.0

9/30/2016,6115.0

9/30/2016,5870.0

9/30/2016,2602.0

9/30/2016,2070.0

9/30/2016,5870.0

9/30/2016,26250.0

9/30/2016,5710.0

9/30/2016,1599.0

9/30/2016,2729.0

9/30/2016,6115.0

9/30/2016,4961.0

9/30/2016,4930.0

9/30/2016,1300.0

9/30/2016,1300.0

9/30/2016,1300.0

9/30/2016,8235.0

9/30/2016,9480.0

9/30/2016,5806.0

9/30/2016,8235.0

9/30/2016,3992.0

9/30/2016,8235.0

9/30/2016,2820.0

9/30/2016,2931.0

9/30/2016,12325.0

9/30/2016,2931.0

9/30/2016,34770.0

9/30/2016,1860.0

9/30/2016,1462.0

9/30/2016,9915.0

9/30/2016,8235.0

9/30/2016,1000.0

9/30/2016,8235.0

9/30/2016,2870.0

9/30/2016,9915.0

9/30/2016,5594.0

9/30/2016,5594.0

9/30/2016,1820.0

9/30/2016,5594.0

9/30/2016,6115.0

9/30/2016,1250.0

9/30/2016,8235.0

9/30/2016,5870.0

9/30/2016,2890.0

9/30/2016,5870.0

9/30/2016,5870.0

9/30/2016,6115.0

9/30/2016,50970.0

9/30/2016,12325.0

9/30/2016,5425.0

9/30/2016,12325.0

9/30/2016,36065.0

9/30/2016,12325.0

9/30/2016,12325.0

9/30/2016,6915.0

9/30/2016,12325.0

9/30/2016,12325.0

9/30/2016,2870.0

9/30/2016,4961.0

9/30/2016,35050.0

9/30/2016,524.0

9/30/2016,12325.0

9/30/2016,2931.0

9/30/2016,8235.0

9/30/2016,2149.0

9/30/2016,12325.0

9/30/2016,2931.0

9/30/2016,5594.0

9/30/2016,35050.0

9/30/2016,3992.0

9/30/2016,27620.0

9/30/2016,1462.0

9/30/2016,327.0

9/30/2016,327.0

9/30/2016,327.0

9/30/2016,327.0

9/30/2016,12325.0

9/30/2016,327.0

9/30/2016,12325.0

9/30/2016,327.0

9/30/2016,5710.0

9/30/2016,1360.0

9/30/2016,1488.0

9/30/2016,3375.0

9/30/2016,2870.0

9/30/2016,2602.0

9/30/2016,2890.0

9/30/2016,2870.0

9/30/2016,660.0

9/30/2016,12325.0

9/30/2016,6915.0

9/30/2016,6915.0

9/30/2016,12325.0

9/30/2016,12325.0

9/30/2016,2729.0

9/30/2016,4961.0

9/30/2016,2890.0

9/30/2016,12325.0

9/30/2016,9915.0

9/30/2016,2931.0

9/30/2016,8235.0

9/30/2016,12325.0

9/30/2016,2931.0

9/30/2016,2931.0

9/30/2016,4117.0

9/30/2016,1462.0

9/30/2016,3958.0

9/30/2016,4902.0

9/30/2016,9915.0

9/30/2016,29675.0

10/1/2016,1578.0

10/1/2016,9915.0

10/1/2016,1462.0

10/1/2016,9915.0

10/1/2016,3025.0

10/1/2016,1620.0

10/1/2016,2570.0

10/1/2016,6115.0

10/1/2016,5830.0

10/1/2016,1578.0

10/1/2016,29675.0

10/1/2016,6915.0

10/1/2016,12325.0

10/1/2016,5870.0

10/1/2016,35050.0

10/1/2016,2890.0

10/2/2016,6950.0

10/2/2016,9480.0

10/2/2016,990.0

10/2/2016,990.0

10/2/2016,1462.0

10/3/2016,1000.0

10/3/2016,1860.0

10/3/2016,2150.0

10/3/2016,12325.0

10/3/2016,5710.0

10/3/2016,9915.0

10/3/2016,820.0

10/3/2016,4660.0

10/3/2016,4960.0

10/3/2016,2070.0

10/3/2016,2299.0

10/3/2016,295.0

10/3/2016,22800.0

10/3/2016,4660.0

10/3/2016,665.0

10/3/2016,665.0

10/4/2016,599.0

10/4/2016,6899.0

10/4/2016,12325.0

10/4/2016,8235.0

10/4/2016,448.0

10/4/2016,524.0

10/4/2016,2294.0

10/4/2016,665.0

10/4/2016,32391.0

10/4/2016,190.0

10/4/2016,665.0

10/4/2016,1275.0

10/4/2016,2299.0

10/4/2016,10395.0

10/4/2016,351.0

10/4/2016,819.0

10/4/2016,1578.0

10/4/2016,4450.0

10/4/2016,1050.0

10/4/2016,363.0

10/4/2016,665.0

10/5/2016,1253.0

10/5/2016,950.0

10/5/2016,950.0

10/5/2016,950.0

10/5/2016,500.0

10/5/2016,35050.0

10/5/2016,500.0

10/5/2016,7975.0

10/5/2016,7414.0

10/5/2016,1300.0

10/5/2016,327.0

10/5/2016,23160.0

10/6/2016,29000.0

10/6/2016,3025.0

10/6/2016,660.0

10/6/2016,3499.0

10/6/2016,15110.0

10/6/2016,3600.0

10/6/2016,1300.0

10/6/2016,33000.0

10/6/2016,7400.0

10/6/2016,11000.0

10/6/2016,2105.0

10/6/2016,2000.0

10/6/2016,23160.0

10/7/2016,2830.0

10/7/2016,1830.0

10/7/2016,4560.0

10/7/2016,7895.0

10/7/2016,9200.0

10/7/2016,9200.0

10/7/2016,2299.0

10/7/2016,1645.0

10/7/2016,480.0

10/7/2016,850.0

10/7/2016,999.0

10/7/2016,295.0

10/7/2016,990.0

10/7/2016,188.0

10/8/2016,48165.0

10/8/2016,9772.0

10/8/2016,990.0

10/8/2016,242.0

10/8/2016,327.0

10/8/2016,1462.0

10/9/2016,1462.0

10/9/2016,6899.0

10/9/2016,16500.0

10/9/2016,1645.0

10/9/2016,3500.0

10/9/2016,9279.0

10/9/2016,1860.0

10/9/2016,2115.0

10/9/2016,200.0

10/9/2016,2999.0

10/10/2016,1294.0

10/10/2016,1420.0

10/10/2016,1860.0

10/10/2016,1299.0

10/12/2016,448.0

10/12/2016,2280.0

10/12/2016,3320.0

10/12/2016,242.0

10/13/2016,1060.0

10/13/2016,1000.0

10/13/2016,2830.0

10/13/2016,1300.0

10/13/2016,1462.0

10/13/2016,10130.0

10/13/2016,2040.0

10/13/2016,120.0

10/13/2016,188.0

10/13/2016,2299.0

10/14/2016,242.0

10/14/2016,1600.0

10/14/2016,599.0

10/14/2016,151.0

10/14/2016,7414.0

10/14/2016,1620.0

10/14/2016,1180.0

10/14/2016,1860.0

10/14/2016,1699.0

10/15/2016,524.0

10/15/2016,1720.0

10/15/2016,43620.0

10/15/2016,15110.0

10/15/2016,4000.0

10/15/2016,2040.0

10/16/2016,235.0

10/16/2016,124.0

10/16/2016,151.0

10/16/2016,1060.0

10/16/2016,499.0

10/17/2016,990.0

10/17/2016,1220.0

10/17/2016,2500.0

10/17/2016,1462.0

10/17/2016,9945.0

10/17/2016,13795.0

10/18/2016,990.0

10/18/2016,5010.0

10/18/2016,1000.0

10/18/2016,9945.0

10/18/2016,990.0

10/18/2016,1578.0

10/18/2016,57979.0

10/18/2016,39610.0

10/18/2016,990.0

10/19/2016,1462.0

10/19/2016,1220.0

10/19/2016,1220.0

10/19/2016,2505.0

10/19/2016,3320.0

10/19/2016,2350.0

10/20/2016,860.0

10/20/2016,640.0

10/20/2016,1420.0

10/20/2016,1820.0

10/20/2016,3000.0

10/20/2016,3600.0

10/21/2016,990.0

10/21/2016,43700.0

10/21/2016,950.0

10/21/2016,6346.0

10/21/2016,4430.0

10/21/2016,2105.0

10/21/2016,499.0

10/21/2016,1555.0

10/22/2016,950.0

10/22/2016,650.0

10/22/2016,1600.0

10/22/2016,1530.0

10/22/2016,4961.0

10/22/2016,820.0

10/22/2016,990.0

10/23/2016,13795.0

10/23/2016,640.0

10/23/2016,1500.0

10/23/2016,2804.0

10/23/2016,2804.0

10/23/2016,3500.0

10/24/2016,6899.0

10/24/2016,7500.0

10/24/2016,2804.0

10/24/2016,1950.0

10/24/2016,990.0

10/24/2016,3600.0

10/24/2016,2294.0

10/24/2016,2115.0

10/24/2016,6915.0

10/24/2016,2931.0

10/24/2016,242.0

10/24/2016,327.0

10/25/2016,12890.0

10/25/2016,1160.0

10/25/2016,1720.0

10/25/2016,660.0

10/25/2016,190.0

10/25/2016,295.0

10/25/2016,1180.0

10/25/2016,1290.0

10/25/2016,2804.0

10/26/2016,13795.0

10/26/2016,7414.0

10/26/2016,190.0

10/26/2016,1210.0

10/26/2016,6899.0

10/26/2016,5594.0

10/26/2016,1989.0

10/26/2016,6773.0

10/26/2016,9331.0

10/26/2016,2931.0

10/26/2016,7400.0

10/26/2016,2505.0

10/26/2016,2505.0

10/26/2016,990.0

10/27/2016,599.0

10/27/2016,1242.0

10/27/2016,9920.0

10/27/2016,1875.0

10/27/2016,190.0

10/27/2016,599.0

10/27/2016,3100.0

10/27/2016,43000.0

10/27/2016,6933.0

10/28/2016,15000.0

10/28/2016,672.0

10/28/2016,3098.0

10/28/2016,599.0

10/28/2016,599.0

10/28/2016,599.0

10/28/2016,6720.0

10/28/2016,5594.0

10/28/2016,1575.0

10/28/2016,3150.0

10/28/2016,188.0

10/28/2016,242.0

10/28/2016,1645.0

10/28/2016,990.0

10/28/2016,3100.0

10/29/2016,950.0

10/29/2016,32165.0

10/29/2016,1720.0

10/29/2016,2890.0

10/29/2016,2198.0

10/29/2016,29889.0

10/30/2016,351.0

10/30/2016,599.0

10/30/2016,524.0

